Date,high,low,open,close,volume,median,signal,sorting,slowk,slowd,SMA,SAR,macd,macdsignal,macdhist,upperband,middleband,lowerband,HT_TRENDLINE,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,CDL3OUTSIDE,CDL3STARSINSOUTH,CDL3WHITESOLDIERS,CDLABANDONEDBABY,CDLADVANCEBLOCK,CDLBELTHOLD,CDLBREAKAWAY,CDLCLOSINGMARUBOZU,CDLCONCEALBABYSWALL,CDLCOUNTERATTACK,CDLDARKCLOUDCOVER,CDLDOJI,CDLDOJISTAR,CDLDRAGONFLYDOJI,CDLENGULFING,CDLEVENINGDOJISTAR,CDLEVENINGSTAR,CDLGAPSIDESIDEWHITE,CDLGRAVESTONEDOJI,CDLHAMMER,CDLHANGINGMAN,CDLHARAMI,CDLHARAMICROSS,CDLHIGHWAVE,CDLHIKKAKE,CDLHIKKAKEMOD,CDLHOMINGPIGEON,CDLIDENTICAL3CROWS,CDLINNECK,CDLINVERTEDHAMMER,CDLKICKING,CDLKICKINGBYLENGTH,CDLLADDERBOTTOM,CDLLONGLEGGEDDOJI,CDLLONGLINE,CDLMARUBOZU,CDLMATCHINGLOW,CDLMATHOLD,CDLMORNINGDOJISTAR,CDLMORNINGSTAR,CDLONNECK,CDLPIERCING,CDLRICKSHAWMAN,CDLRISEFALL3METHODS,CDLSEPARATINGLINES,CDLSHOOTINGSTAR,CDLSHORTLINE,CDLSPINNINGTOP,CDLSTALLEDPATTERN,CDLSTICKSANDWICH,CDLTAKURI,CDLTASUKIGAP,CDLTHRUSTING,CDLTRISTAR,CDLUNIQUE3RIVER,CDLUPSIDEGAP2CROWS,CDLXSIDEGAP3METHODS
2016-04-09,422.43499755859375,419.2569885253906,419.5920104980469,421.5639953613281,73478600,420.8459930419922,2,465,34.266826970444065,41.21237578072268,418.68283935546873,411.95284332197735,1.3637078271177074,1.3776477176894197,-0.013939890571712299,424.4496710490863,421.49639892578125,418.5431268024762,420.1842929615694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-10,422.739013671875,420.5329895019531,421.87200927734375,422.4830017089844,50747500,421.63600158691406,2,466,52.42670438537497,41.06986762938547,418.7573193359375,412.62660947191074,1.4078789501951974,1.3836939641905752,0.024184986004622155,423.84485732116553,421.310400390625,418.7759434600844,420.4990707397461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-11,427.2770080566406,422.8429870605469,422.8429870605469,425.19000244140625,70728800,425.05999755859375,2,467,68.3832480384512,51.692259798090156,419.3829992675781,413.2734249758468,1.642384829264529,1.435432137205366,0.2069526920591629,425.78206205142834,421.7994018554688,417.8167416595092,420.67417573367845,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-12,426.6579895019531,422.9159851074219,425.6319885253906,423.7340087890625,69060400,424.7869873046875,2,468,71.71725685091225,64.17573642491288,419.914599609375,413.89436785962545,1.6912502285847495,1.4865957554812428,0.2046544731035067,426.3929691595498,422.4764038085938,418.55983845763774,420.8728719823501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-13,425.3710021972656,423.01300048828125,423.93499755859375,424.2820129394531,45281000,424.19200134277344,2,469,70.11407947472979,70.0715281213645,420.33567993164064,414.4904730280529,1.7539770095239078,1.5400720062897757,0.21390500323413209,426.02627695799964,423.4506042480469,420.87493153809413,421.2297068023681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-04-14,429.9280090332031,424.427001953125,424.427001953125,429.7130126953125,54801500,427.17750549316406,2,470,75.81540039141423,72.54891223901883,420.99192016601563,415.0627339897433,2.216375727142861,1.6753327504603928,0.541042976682468,430.03377280560636,425.0804077148438,420.1270426240812,421.93664651053297,0,0,100,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-15,432.625,428.9840087890625,429.57501220703125,430.5719909667969,39392800,430.80450439453125,2,471,79.7933373044598,75.24093905686802,421.491240234375,415.95465049235094,2.621918564858504,1.864649913340015,0.757268651518489,432.424942952688,426.6982055664063,420.97146818012453,422.7229780796596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-16,431.3710021972656,426.0790100097656,430.635986328125,427.39898681640625,52125900,428.7250061035156,2,472,74.29919994160981,76.63597921249469,421.86556030273437,417.28827845296286,2.65665500332409,2.02305093133683,0.6336040719872602,432.6706368834788,427.14000244140624,421.6093679993337,423.4180359322684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-17,429.27398681640625,427.08599853515625,427.6109924316406,428.59100341796875,55670900,428.17999267578125,2,473,61.07255598406372,71.72169774337785,422.35343994140624,418.5152161767258,2.7486845344024573,2.1681776519499554,0.5805068824525019,432.49513752474235,428.1114013671875,423.7276652096327,424.01924373081755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2016-04-18,436.0199890136719,428.10400390625,428.7030029296875,435.5090026855469,52810500,432.06199645996094,2,474,66.59918044936842,67.32364545834737,423.08671997070314,419.6439988825877,3.34132659252532,2.402807440065028,0.9385191524602918,435.9333687390464,430.35679931640624,424.7802298937661,424.6624295915876,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-19,443.0539855957031,434.406005859375,435.3240051269531,441.3890075683594,72890096,438.72999572753906,2,475,81.2718382070142,69.64785821348217,424.02447998046875,421.2815978956961,4.236629715979518,2.769571895247926,1.467057820731592,443.0032366105509,432.69199829101564,422.38075997148036,425.57050149100166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-20,450.5480041503906,440.9519958496094,441.4159851074219,449.42498779296875,68204704,445.75,2,476,93.73143518167194,80.53415127935158,424.93087890625,423.89428441969693,5.530844207076541,3.321826357613649,2.209017849462892,452.8897326068132,436.46259765625,420.0354627056868,426.9330230712891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-21,449.80999755859375,444.1499938964844,449.68798828125,445.73699951171875,58804400,446.97999572753906,2,477,88.36550390975502,87.78959243281378,425.79111938476564,427.62580518199405,6.187601860490702,3.8949814581890596,2.292620402301642,454.93350792711135,440.1302001953125,425.3268924635137,428.5689017159599,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-22,450.2820129394531,444.33099365234375,445.8609924316406,450.2820129394531,50485400,447.30650329589844,2,478,91.23993518585677,91.11229142576131,427.1417602539062,430.83491303756955,6.994206769959362,4.51482652054312,2.4793802494162422,455.41294085340206,444.46840209960936,433.52386334581666,430.5045017787388,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-23,460.14599609375,448.9280090332031,450.55999755859375,458.55499267578125,68198400,454.53700256347656,2,479,90.70943242282836,90.10495717281344,428.8913195800781,433.5947457933645,8.20640892278334,5.253143000991164,2.953265921792175,460.4500695195702,449.0776000976563,437.70513067574234,432.41242296491345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,466.6199951171875,453.5920104980469,459.1210021972656,461.4259948730469,87091800,460.1060028076172,2,480,90.79949880149216,90.91628880339249,430.67919921875,437.8429458414262,9.291645440899856,6.060843488972902,3.2308019519269537,464.9083152770139,453.0849975585937,441.26167984017354,434.23291194370813,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-04-25,467.9649963378906,461.6210021972656,461.64801025390625,466.0889892578125,78971904,464.7929992675781,2,481,88.56873736419226,90.02588952950431,432.6043591308594,443.02281471106323,10.407991034893882,6.930272998157099,3.4777180367367837,471.24773762225624,456.4177978515625,441.5878580808688,436.0168918558329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,467.0790100097656,444.1340026855469,466.2619934082031,444.68701171875,93564896,455.60650634765625,1,482,58.069271441213694,79.1458358689661,433.55692016601563,467.9649963378906,9.456730929808487,7.435564584487376,2.0211663453211104,471.65371333810873,456.2078002929687,440.7618872478287,437.6045323899213,0,0,0,100,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,449.5509948730469,436.6499938964844,445.0379943847656,449.010986328125,74064704,443.1004943847656,2,483,44.63873233932792,63.75891371491135,434.6811999511719,467.9649963378906,8.948605107713831,7.738172689132667,1.2104324185811643,471.81742454627334,455.95359497070314,440.08976539513293,439.160439861522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,455.3840026855469,446.0169982910156,449.4079895019531,455.09698486328125,49258500,450.70050048828125,2,484,33.56715077625817,45.425051518933316,436.0273193359375,467.0790100097656,8.934015185997282,7.97734118850559,0.9566739974916922,470.91194697371805,455.2619934082031,439.6120398426882,440.39800199620856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,455.5870056152344,447.6969909667969,455.1780090332031,448.3179931640625,69322600,451.6419982910156,2,485,45.213666884313085,41.13984999996645,436.99883911132815,465.8618493652344,8.279997930173465,8.037872536839165,0.24212539333429994,467.6606884516468,452.64039306640626,437.6200976811657,441.2302679859079,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,452.47900390625,447.927001953125,448.4840087890625,451.875,40660100,450.2030029296875,2,486,48.73414401926508,42.504987226612165,438.1373193359375,464.69337514648436,7.956982130555218,8.021694455582375,-0.06471232502715729,456.8018899389278,449.79759521484374,442.7933004907597,441.85506122789883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2016-05-01,452.44500732421875,441.7760009765625,451.9330139160156,444.66900634765625,92127000,447.1105041503906,2,487,43.21343530281044,45.72041540212959,439.01427978515625,463.5716398964844,7.03839211436474,7.825033987338848,-0.7866418729741085,456.808805669764,449.793994140625,442.77918261148596,442.54716504548725,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,451.09698486328125,442.61700439453125,444.72698974609375,450.3039855957031,59366400,446.85699462890625,2,488,51.375987391750535,47.77452223794207,440.21247924804686,462.4947740564844,6.688003499081219,7.597627889687322,-0.909624390606103,457.0280995164839,450.05259399414064,443.07708847179737,443.1087177156147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,450.37799072265625,445.6300048828125,450.1830139160156,446.72198486328125,50407300,448.0039978027344,2,489,46.6351224146527,47.07484836973794,441.30491821289064,461.4609828500844,6.051522291938397,7.288406770137537,-1.2368844781991397,453.4719869556023,448.3775939941406,443.28320103267896,443.5093126331677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
2016-05-04,448.5060119628906,445.88299560546875,446.71099853515625,447.97601318359375,50440800,447.1945037841797,2,490,51.82914574274654,49.94675184971664,442.36139892578126,460.4685432919404,5.583927909706858,6.947510998051401,-1.3635830883445426,453.414126940485,448.3091979980469,443.2042690556088,443.7879180075905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2016-05-05,461.375,447.0679931640625,447.9419860839844,459.6029968261719,72796800,454.22149658203125,0,491,61.56613098352701,53.343466380308804,443.84619873046876,436.6499938964844,6.08145319529001,6.774299437499122,-0.6928462422091126,460.2650206249853,449.85479736328125,439.4445741015772,444.5275108246935,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-06,460.67498779296875,457.3240051269531,459.6390075683594,458.5360107421875,38364500,458.99949645996094,2,492,77.91722189923952,63.770832875171074,445.1800390625,437.14449401855467,6.316832199286182,6.682805989856535,-0.3659737905703526,463.41627353094316,452.6281982421875,441.8401229534319,445.95613941901286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
2016-05-07,459.4169921875,455.9830017089844,458.4289855957031,458.5480041503906,40315000,457.6999969482422,2,493,85.95633271570235,75.14656186615635,446.5725988769531,437.62910413818355,6.430215996241998,6.632287991133627,-0.20207199489162964,465.6445902540261,454.277001953125,442.9094136522239,447.47770777163294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-05-08,462.4809875488281,456.531005859375,458.20599365234375,460.4830017089844,55493100,459.50599670410156,2,494,84.95759232870851,82.94371564788351,448.02063842773435,438.1040220554199,6.600129420226324,6.625856276952167,-0.02572685672584285,466.1983105148165,457.0292053222656,447.86010012971474,449.4907858301641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,461.9289855957031,448.9540100097656,460.51800537109375,450.8949890136719,58956100,455.4414978027344,2,495,64.9457567974529,78.61989394728798,448.86791748046875,439.0791006751562,5.893181609531268,6.479321343467987,-0.5861397339367187,464.4864188740051,457.6130004882813,450.73958210255745,451.03110402425125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-10,454.57598876953125,450.864013671875,450.864013671875,452.7279968261719,50605200,452.7200012207031,2,496,46.897286942725906,65.6002120229625,449.75415771484376,440.0151761501031,5.418369200331085,6.267130914840607,-0.8487617145095214,463.6948041325046,456.2380004882813,448.78119684405794,452.1738252621605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-11,454.9490051269531,449.25,452.4469909667969,454.7659912109375,59849300,452.09950256347656,2,497,31.898409543877914,47.9138177613523,450.848837890625,440.9138086060521,5.14719242951071,6.043143217774627,-0.8959507882639173,462.6141158779768,455.48399658203124,448.35387728608566,452.9702031162807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,457.05499267578125,453.4530029296875,454.8500061035156,455.6700134277344,60845000,455.2539978027344,2,498,40.171505148313095,39.65573387830569,451.93199829101565,441.77649576376314,4.94819026534168,5.824152627288038,-0.8759623619463586,461.391493083478,454.9083984375,448.425303791522,453.3292871246721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-05-13,456.83599853515625,454.7860107421875,455.822998046875,455.6709899902344,37209000,455.8110046386719,2,499,48.127846593324726,40.0659204285053,452.7384777832031,442.60467543516575,4.735965158624197,5.60651513355527,-0.8705499749310732,457.6782766964248,453.94599609375,450.2137154910752,453.37551296836443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0
2016-05-14,458.6919860839844,455.4590148925781,455.7590026855469,457.5679931640625,28514000,457.07550048828125,2,500,63.171162421838915,50.490171387825626,453.38563720703127,443.39972791971223,4.66704870245718,5.418621847335652,-0.7515731448784724,458.41961840421766,455.2805969238281,452.14157544343857,453.3344085479201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2016-05-15,458.20001220703125,452.94500732421875,457.58599853515625,454.1629943847656,59171500,455.572509765625,2,501,63.966004604935584,58.42167120669979,453.5751574707031,444.16297830487684,4.28824475352252,5.192546428573026,-0.9043016750505064,457.87206937242723,455.5675964355469,453.2631234986665,453.3908316272044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,455.0719909667969,453.6050109863281,454.0090026855469,453.7829895019531,64100300,454.3385009765625,2,502,51.57018304711688,59.569116691297175,453.8969970703125,444.8956986746349,3.9122783669416776,4.936492816246757,-1.024214449305079,458.0523743804282,455.37099609375,452.68961780707184,453.53860165465113,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0
2016-05-17,455.99798583984375,453.29901123046875,453.6910095214844,454.6189880371094,86850096,454.64849853515625,2,503,31.914254048593367,49.15014723354866,454.07047607421873,445.5991102296026,3.6398227806364503,4.677158809124696,-1.0373360284882454,457.8799689461225,455.160791015625,452.4416130851275,453.72945343217043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,454.63299560546875,438.7149963378906,454.52398681640625,438.7149963378906,96027400,446.6739959716797,1,504,14.569759147253656,32.684732080988006,453.2768762207031,462.4809875488281,2.116186470281434,4.164964341356043,-2.048777871074609,465.09461014519997,451.76959228515625,438.44457442511253,453.7122975767048,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,444.0539855957031,437.3890075683594,437.7929992675781,442.6759948730469,81987904,440.72149658203125,2,505,18.177593396148808,21.553868863998655,452.5268762207031,462.0056677246094,1.2143153242860762,3.57483453794205,-2.360519213655974,462.25708627673663,448.79119262695315,435.32529897716967,453.643044236127,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0
2016-05-20,443.77801513671875,441.70599365234375,442.96600341796875,443.18798828125,42762300,442.74200439453125,2,506,18.855680287179762,17.201010943527454,451.61083618164065,461.02100131835937,0.5347255493111902,2.966812740215878,-2.4320871909046877,459.40594886700654,446.59619140625,433.78643394549346,453.45487910999975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0
2016-05-21,443.427001953125,439.0350036621094,443.2179870605469,439.322998046875,39657600,441.2310028076172,2,507,22.31994083622021,19.78440483984964,451.39627563476563,460.07572156835937,-0.31212862982795286,2.3110244662071118,-2.6231530960350646,455.17740929737016,443.7041931152344,432.2309769330986,452.8133744632497,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,-100,-100,-100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,444.3450012207031,438.822998046875,439.3479919433594,444.1549987792969,50582500,441.58399963378906,2,508,26.93062248149096,22.702081201630353,451.2020361328125,459.1682530083594,-0.5866026020107142,1.7314990525635465,-2.318101654574261,445.96706515706256,441.61139526367185,437.25572537028114,452.0088960647583,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,447.1000061035156,443.92999267578125,444.2909851074219,445.9809875488281,65783100,445.51499938964844,2,509,46.03546198500934,31.762008434240215,450.8373962402344,458.2970831907594,-0.6492984606868504,1.255339549913467,-1.9046380106003173,447.43358511683954,443.06459350585936,438.6956018948792,451.14165153503416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,450.2980041503906,446.06201171875,446.06201171875,449.5989990234375,65231000,448.1800079345703,2,510,73.87401986689194,48.94670144446413,450.88863647460937,457.4607601658634,-0.4024034350575789,0.9237909529192578,-1.3261943879768368,451.19141704946503,444.4491943359375,437.7069716224099,450.5836250866161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-25,453.6440124511719,447.89599609375,449.6719970703125,453.3840026855469,65203800,450.77000427246094,2,511,93.54363852319955,71.15104012503366,450.94899658203127,456.65789006196326,0.09755624678672348,0.758544011692751,-0.6609877649060275,456.0495844436477,446.4883972167969,436.9272099899461,450.1577090992647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,478.14898681640625,453.52099609375,453.52099609375,473.4639892578125,164780992,465.8349914550781,0,512,93.41362941957367,86.94376260322177,452.1007958984375,437.3890075683594,2.0899730887908845,1.0248298271123777,1.0651432616785068,474.43509050024727,453.31659545898435,432.19810041772143,450.47698296939626,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,533.4730224609375,472.6990051269531,473.02899169921875,530.0399780273438,181199008,503.0860137939453,0,513,94.16615747334043,93.70780847203793,455.2902355957031,438.20420715332034,8.140350367260567,2.4479339351420157,5.69241643211855,533.0062152364482,470.49359130859375,407.9809673807393,452.6068766874426,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
